Sno,QuesAnsNo,Cosine_Sim,Jaccard_Sim,Manhattan_Dis,Euclidean_Dis,Wordnet_wup_sim,Wordnet_path_sim,wordnet_res_sim,Word_jcn_sim,Wordnet_lin_sim,Wordnet_lch_sim,Bi_gram,embed_glove,embed_sim,embed_b,lengthRatio,embed_glove_ques,lsa,Recall,Precision,PreRec,countch,countch1,countwd1,commonw,Diff,DiffDiv,DiffDiv1,SentRatio,Score
1387,83,0.387298335,0.185185185,24,30,0.88,0.7,8.17,5.00E+299,0.84,2.98,0,0.99,0.616531386,0.991101859,0.655172414,0.56,0.27037122,0.375,0.352941176,0.132352941,1.459183673,0.685314685,1.0625,6,1,0.003676471,0.0625,2,4.5
1388,83,0.277777778,0.19047619,20,26,0.85,0.6,7.74,3.57E+299,0.82,2.75,0,0.95,0.570358068,0.985991335,0.904761905,0.57,0.508542768,0.3125,0.454545455,0.142045455,0.846938776,1.180722892,0.6875,5,5,0.028409091,0.3125,1,4
1389,83,0.372677996,0.19047619,18,18,0.87,0.64,7.14E+298,4.29E+299,0.77,2.84,0,0.97,0.627730918,0.992309921,1.461538462,0.56,0.99842775,0.3125,0.454545455,0.142045455,0.653061224,1.53125,0.6875,5,5,0.028409091,0.3125,0,4
1390,83,0.377425678,0.185185185,27,37,0.88,0.66,8.24,4.29E+299,0.85,2.89,0,0.99,0.5959455,0.990964053,0.655172414,0.56,0.573471797,0.375,0.352941176,0.132352941,1.663265306,0.601226994,1.0625,6,1,0.003676471,0.0625,1,4.5
1391,83,0.284267622,0.142857143,19,21,0.82,0.55,7.4,2.86E+299,0.76,2.61,0,0.95,0.474475829,0.983923395,1.461538462,0.36,0.300485403,0.25,0.4,0.1,0.673469388,1.484848485,0.625,4,6,0.0375,0.375,0,4
1392,83,0.340206909,0.2,18,20,0.84,0.59,7.14E+298,3.57E+299,0.77,2.71,0,0.97,0.5040342,0.99313947,1.727272727,0.49,0.366773808,0.3125,0.555555556,0.173611111,0.520408163,1.921568627,0.5625,5,7,0.048611111,0.4375,0,3
1393,83,0.365148372,0.125,21,21,0.88,0.6,7.14E+298,2.86E+299,0.8,2.84,0.066666667,0.96,0.572486775,0.989789476,1.266666667,0.49,0.982117653,0.25,0.333333333,0.083333333,0.724489796,1.38028169,0.75,4,4,0.020833333,0.25,0,4
1394,83,0.503952631,0.238095238,16,16,0.85,0.61,7.49,3.57E+299,0.8,2.82,0.133333333,0.98,0.627698887,0.991065827,1.357142857,0.54,0.994302416,0.375,0.545454545,0.204545455,0.581632653,1.719298246,0.6875,6,5,0.028409091,0.3125,0,4
1395,83,0.333333333,0.153846154,26,34,0.89,0.62,7.14E+298,3.57E+299,0.81,2.78,0,0.95,0.548300271,0.983347662,0.904761905,0.52,0.915470239,0.3125,0.333333333,0.104166667,1.255102041,0.796747967,0.9375,5,1,0.004166667,0.0625,0,4
1396,83,0.359210604,0.142857143,38,56,0.89,0.7,7.14E+298,5.00E+299,0.86,3.01,0.066666667,0.99,0.540187935,0.991589343,0.452380952,0.56,0.870416701,0.375,0.24,0.09,2.275510204,0.439461883,1.5625,6,9,0.0225,0.5625,1,3
1397,84,0.486864496,0.227272727,17,17,0.88,0.65,7.6,4.00E+299,0.83,2.91,0.066666667,0.98,0.698269239,0.992527421,1.1875,0.61,0.508987591,0.375,0.461538462,0.173076923,0.791666667,1.263157895,0.8125,6,3,0.014423077,0.1875,0,3
1398,84,0.482857312,0.269230769,29,47,0.91,0.74,8.04,5.33E+299,0.87,3.13,0,0.98,0.699085545,0.994440656,0.633333333,0.71,0.47262523,0.5,0.444444444,0.222222222,1.895833333,0.527472527,1.125,8,2,0.006944444,0.125,0,5
1399,84,0.368105087,0.216216216,77,327,0.91,0.74,8.66,5.33E+299,0.91,3.1,0.333333333,0.99,0.662460213,0.993234543,0.182692308,0.68,0.969627271,0.5625,0.3,0.16875,5.625,0.177777778,1.875,9,14,0.029166667,0.875,6,4
1400,84,0.329983165,0.272727273,21,29,0.89,0.66,6.67E+298,4.00E+299,0.83,2.98,0,0.93,0.699589761,0.983968211,0.826086957,0.61,0.997219298,0.4375,0.5,0.21875,0.96875,1.032258065,0.875,7,2,0.008928571,0.125,1,4
1401,84,0.484481395,0.4,20,32,0.93,0.72,8.15,5.33E+299,0.84,3.11,0.133333333,0.99,0.816856892,0.987845599,0.826086957,0.73,0.999861532,0.5625,0.642857143,0.361607143,1.09375,0.914285714,0.875,9,2,0.008928571,0.125,0,4.5
1402,84,0.381000381,0.208333333,23,31,0.88,0.71,7.27,4.67E+299,0.81,3.02,0.066666667,0.98,0.577064268,0.990184147,0.863636364,0.57,0.637983928,0.375,0.4,0.15,1.229166667,0.813559322,0.9375,6,1,0.004166667,0.0625,0,4.5
1403,84,0.213200716,0.095238095,21,23,0.76,0.43,5.46,6.67E+298,0.63,2.42,0,0.97,0.464761709,0.984547375,1.266666667,0.4,0.99699854,0.1875,0.333333333,0.0625,0.6875,1.454545455,0.5625,3,7,0.048611111,0.4375,1,2.5
1404,84,0.692934867,0.444444444,10,10,0.93,0.73,8.03,5.33E+299,0.88,3.12,0.333333333,0.99,0.744216509,0.9940348,1.266666667,0.68,0.722049336,0.5625,0.75,0.421875,0.75,1.333333333,0.75,9,4,0.020833333,0.25,0,5
1405,84,0.56694671,0.444444444,12,14,0.91,0.77,8.6,6.00E+299,0.9,3.17,0.133333333,0.98,0.780907865,0.99304345,1.055555556,0.69,0.875157628,0.5625,0.75,0.421875,0.822916667,1.215189873,0.75,9,4,0.020833333,0.25,1,4
1406,84,0.340206909,0.173913043,20,20,0.87,0.62,7.03,3.33E+299,0.81,2.84,0,0.99,0.508767443,0.984653148,1.266666667,0.47,0.999537477,0.3125,0.384615385,0.120192308,0.822916667,1.215189873,0.8125,5,3,0.014423077,0.1875,0,3.5
1407,84,0.324442842,0.277777778,17,25,0.89,0.65,7.17,4.00E+299,0.84,2.92,0,0.97,0.668523273,0.982532456,1.357142857,0.57,0.990777391,0.375,0.666666667,0.25,0.59375,1.684210526,0.5625,6,7,0.048611111,0.4375,0,3.5
1408,84,0.628539361,0.411764706,11,11,0.87,0.66,7.81,4.67E+299,0.82,2.89,0,0.99,0.767778876,0.993054965,1.583333333,0.57,0.966295351,0.5,0.8,0.4,0.5625,1.777777778,0.625,8,6,0.0375,0.375,0,4.5
1409,84,0.447213595,0.294117647,14,16,0.82,0.57,6.72,3.33E+299,0.74,2.69,0.066666667,0.87,0.663850181,0.98005443,1.727272727,0.6,0.999718548,0.375,0.75,0.28125,0.416666667,2.4,0.5,6,8,0.0625,0.5,0,4.5
1410,84,0.426401433,0.15,17,17,0.84,0.57,6.84,2.67E+299,0.79,2.73,0,0.95,0.602348097,0.988187122,1.583333333,0.47,0.777756557,0.25,0.444444444,0.111111111,0.541666667,1.846153846,0.5625,4,7,0.048611111,0.4375,0,1.5
1411,84,0.503952631,0.277777778,16,16,0.88,0.65,7.25,4.00E+299,0.82,2.93,0,0.95,0.731633181,0.976915294,1.461538462,0.55,0.999788117,0.375,0.666666667,0.25,0.53125,1.882352941,0.5625,6,7,0.048611111,0.4375,0,4.5
1412,84,0.574426958,0.36,19,23,0.92,0.79,8.35,6.67E+299,0.88,3.2,0,0.99,0.759706558,0.991465766,0.513513514,0.74,0.999554617,0.625,0.526315789,0.328947368,1.59375,0.62745098,1.1875,10,3,0.009868421,0.1875,4,4.5
1413,84,0.372677996,0.208333333,24,38,0.91,0.7,7.5,4.67E+299,0.85,3.01,0,0.97,0.652813422,0.988555641,0.904761905,0.65,0.729287734,0.375,0.461538462,0.173076923,1.083333333,0.923076923,0.8125,6,3,0.014423077,0.1875,0,3.5
1414,84,0.39086798,0.192307692,28,40,0.86,0.67,7.18,4.67E+299,0.8,2.9,0.133333333,0.98,0.608299521,0.994870591,0.59375,0.55,0.746427742,0.375,0.375,0.140625,1.604166667,0.623376623,1,6,0,0,0,2,2.5
1415,84,0.426401433,0.238095238,17,17,0.9,0.66,7.62,4.00E+299,0.84,2.96,0,0.98,0.578849292,0.99218253,1.1875,0.53,0.606210604,0.375,0.545454545,0.204545455,0.802083333,1.246753247,0.6875,6,5,0.028409091,0.3125,1,4.5
1416,84,0.447213595,0.25,16,16,0.88,0.65,6.67E+298,4.00E+299,0.81,2.92,0.066666667,0.96,0.652966372,0.990916313,1.461538462,0.55,0.367972558,0.375,0.545454545,0.204545455,0.614583333,1.627118644,0.6875,6,5,0.028409091,0.3125,0,4
1417,84,0.442325868,0.206896552,23,23,0.87,0.66,8.12,4.67E+299,0.84,2.91,0.133333333,0.99,0.627421505,0.987992145,0.76,0.57,0.971258863,0.4375,0.368421053,0.161184211,1.260416667,0.79338843,1.1875,7,3,0.009868421,0.1875,1,4.5
1418,84,0.136082763,0.058823529,17,19,0.66,0.33,3.85,0.12,0.43,2.11,0,0.86,0.332248784,0.972471772,3.166666667,0.35,0.022716622,0.125,0.5,0.0625,0.21875,4.571428571,0.25,2,12,0.1875,0.75,0,1.5
1419,84,0.23570226,0.117647059,16,18,0.71,0.39,4.8,6.67E+298,0.56,2.27,0,0.86,0.396834018,0.972827065,2.714285714,0.37,-0.12203462,0.1875,0.6,0.1125,0.28125,3.555555556,0.3125,3,11,0.1375,0.6875,0,3
1420,84,0.166666667,0.125,24,30,0.85,0.6,6.67E+298,2.67E+299,0.8,2.77,0.066666667,0.98,0.621652329,0.990023561,1.117647059,0.54,-0.038750944,0.25,0.307692308,0.076923077,0.958333333,1.043478261,0.8125,4,3,0.014423077,0.1875,0,2.5
1421,84,0.5,0.227272727,18,18,0.88,0.65,6.67E+298,4.67E+299,0.84,2.91,0.2,0.97,0.660327255,0.987397909,1.1875,0.52,0.899004294,0.375,0.5,0.1875,0.71875,1.391304348,0.75,6,4,0.020833333,0.25,0,2.5
1422,84,0.66864785,0.4,13,13,0.94,0.8,8.6,6.67E+299,0.9,3.22,0.2,1,0.859246945,0.995686917,1.117647059,0.75,0.927189257,0.5625,0.692307692,0.389423077,0.822916667,1.215189873,0.8125,9,3,0.014423077,0.1875,0,5
1423,84,0.333333333,0.138888889,32,34,0.88,0.61,7.63,3.33E+299,0.85,2.85,0.066666667,1,0.58934327,0.98826047,0.59375,0.56,0.977690251,0.375,0.24,0.09,1.791666667,0.558139535,1.5625,6,9,0.0225,0.5625,1,2
1424,85,0.171498585,0.086956522,21,21,0.81,0.53,4.79,2.50E+299,0.6,2.46,0,1,0.450173693,0.981916507,0.454545455,0.59,0.998867192,0.375,0.176470588,0.066176471,1.961538462,0.509803922,2.125,3,9,0.066176471,1.125,1,5
1425,85,0.243332132,0.105263158,19,21,0.87,0.55,6.21,2.50E+299,0.69,2.6,0,0.99,0.61105939,0.975971684,0.666666667,0.6,0.960443642,0.375,0.25,0.09375,1.5,0.666666667,1.5,3,4,0.041666667,0.5,0,5
1426,85,0.262612866,0.08,25,29,0.8,0.52,4.79,2.50E+299,0.55,2.4,0,1,0.562426797,0.987970255,0.384615385,0.59,0.907030143,0.375,0.166666667,0.0625,2.615384615,0.382352941,2.25,3,10,0.069444444,1.25,1,5
1427,85,0.106600358,0.055555556,17,17,0.74,0.36,3.81,0.12,0.44,1.99,0,0.95,0.405697305,0.978715673,0.769230769,0.42,0.994980767,0.25,0.181818182,0.045454545,1.269230769,0.787878788,1.375,2,3,0.034090909,0.375,0,2.5
1428,85,0.23570226,0.133333333,13,13,0.76,0.48,4.79,2.50E+299,0.52,2.15,0,0.94,0.493713317,0.980763888,0.909090909,0.55,0.944260286,0.375,0.333333333,0.125,0.942307692,1.06122449,1.125,3,1,0.013888889,0.125,0,5
1429,85,0.265165043,0.105263158,18,18,0.78,0.52,5.54,2.50E+299,0.63,2.39,0,0.98,0.534156626,0.980950351,0.526315789,0.55,0.978292028,0.375,0.230769231,0.086538462,1.519230769,0.658227848,1.625,3,5,0.048076923,0.625,1,5
1430,85,0.288675135,0.166666667,10,10,0.73,0.5,4.54,2.50E+299,0.49,2.26,0,0.92,0.566746657,0.978128799,0.833333333,0.51,0.999993832,0.375,0.428571429,0.160714286,1.038461538,0.962962963,0.875,3,1,0.017857143,0.125,1,5
1431,85,0.106600358,0.055555556,17,17,0.83,0.5,5.15,0.47,0.7,2.53,0,0.96,0.361486537,0.975008068,0.769230769,0.36,0.544085723,0.25,0.181818182,0.045454545,1.307692308,0.764705882,1.375,2,3,0.034090909,0.375,0,5
1432,85,0.353553391,0.1875,11,11,0.69,0.36,3.17,0.1,0.35,1.87,0,0.97,0.286169116,0.985408982,0.769230769,0.36,0.467829186,0.5,0.363636364,0.181818182,1.365384615,0.732394366,1.375,4,3,0.034090909,0.375,0,3
1433,85,0.098058068,0.058823529,17,19,0.76,0.39,3.9,0.21,0.52,2.12,0,0.93,0.242003251,0.972855348,0.588235294,0.29,0.491582888,0.25,0.181818182,0.045454545,1.653846154,0.604651163,1.375,2,3,0.034090909,0.375,1,3
1434,85,0.316227766,0.181818182,9,9,0.68,0.48,4.3,2.50E+299,0.46,2.12,0,0.88,0.535289308,0.97562487,1.428571429,0.49,0.975653749,0.375,0.6,0.225,0.557692308,1.793103448,0.625,3,3,0.075,0.375,0,5
1435,85,0.133630621,0.071428571,13,13,0.71,0.37,3.78,0.18,0.47,1.92,0,0.98,0.335196254,0.980186451,1,0.33,0.54964435,0.25,0.25,0.0625,0.865384615,1.155555556,1,2,0,0,0,0,3
1436,85,0.11785113,0.0625,15,15,0.68,0.35,3.66,0.13,0.46,1.86,0,0.98,0.407573418,0.980776974,0.833333333,0.36,0.982122232,0.25,0.2,0.05,1.326923077,0.753623188,1.25,2,2,0.025,0.25,0,5
1437,85,0.111803399,0.071428571,14,16,0.72,0.35,3.56,0.12,0.45,1.85,0,0.96,0.227756035,0.978970598,0.909090909,0.26,0.849788239,0.25,0.25,0.0625,0.980769231,1.019607843,1,2,0,0,0,0,3
1438,85,0.091287093,0.052631579,19,21,0.75,0.39,4.46,0.22,0.57,2.13,0,0.99,0.393804309,0.984916757,0.625,0.35,0.687180775,0.25,0.153846154,0.038461538,1.653846154,0.604651163,1.625,2,5,0.048076923,0.625,0,5
1439,85,0.23570226,0.133333333,13,13,0.75,0.48,4.79,2.50E+299,0.52,2.15,0,1,0.583007609,0.989843096,0.666666667,0.57,0.940679456,0.375,0.3,0.1125,1.384615385,0.722222222,1.25,3,2,0.025,0.25,1,5
1440,85,0.102062073,0.0625,16,18,0.78,0.39,4.84,0.17,0.61,2.14,0,0.99,0.334381611,0.989163393,0.769230769,0.37,0.982019709,0.25,0.2,0.05,1.134615385,0.881355932,1.25,2,2,0.025,0.25,0,5
1441,85,0.319801075,0.1875,13,13,0.87,0.68,6.74,5.00E+299,0.78,2.8,0,0.96,0.431842257,0.982622286,0.625,0.5,0.999407197,0.375,0.272727273,0.102272727,1.461538462,0.684210526,1.375,3,3,0.034090909,0.375,1,5
1442,85,0.079056942,0.041666667,24,26,0.78,0.39,4.7,0.21,0.56,2.15,0,0.99,0.442363924,0.985653863,0.384615385,0.37,0.599796058,0.25,0.117647059,0.029411765,2.75,0.363636364,2.125,2,9,0.066176471,1.125,2,2.5
1443,85,0.176776695,0.105263158,18,20,0.85,0.59,5.66,2.50E+299,0.74,2.64,0,0.97,0.381613763,0.971613348,0.666666667,0.38,0.458790023,0.25,0.166666667,0.041666667,1.557692308,0.641975309,1.5,2,4,0.041666667,0.5,0,5
1444,85,0.091287093,0.052631579,19,21,0.76,0.41,4.48,0.29,0.49,2.06,0,0.99,0.360266829,0.97974417,0.526315789,0.38,0.505624871,0.25,0.153846154,0.038461538,2.365384615,0.422764228,1.625,2,5,0.048076923,0.625,1,5
1445,85,0.15430335,0.095238095,21,25,0.79,0.52,5.51,2.50E+299,0.57,2.37,0,0.98,0.501664046,0.981096061,0.526315789,0.57,0.97197449,0.375,0.2,0.075,2.230769231,0.448275862,1.875,3,7,0.058333333,0.875,0,3.5
1446,85,0.237170825,0.1,20,22,0.87,0.55,6.21,2.50E+299,0.69,2.6,0,1,0.566928567,0.978544826,0.588235294,0.56,0.88810124,0.375,0.214285714,0.080357143,1.846153846,0.541666667,1.75,3,6,0.053571429,0.75,0,5
1447,85,0.125,0.066666667,14,14,0.66,0.33,3.03,0.09,0.34,1.74,0,0.97,0.338744304,0.983944667,1,0.35,0.744890506,0.25,0.25,0.0625,1.173076923,0.852459016,1,2,0,0,0,0,5
1448,85,0.088388348,0.05,20,22,0.76,0.38,3.86,0.14,0.49,2.09,0,0.98,0.279009453,0.983334063,0.588235294,0.34,0.998986654,0.25,0.142857143,0.035714286,1.692307692,0.590909091,1.75,2,6,0.053571429,0.75,0,4
1449,85,0.196116135,0.105263158,17,17,0.84,0.54,5.96,2.50E+299,0.69,2.54,0,0.99,0.510906246,0.973192787,0.625,0.6,0.996486659,0.375,0.214285714,0.080357143,1.480769231,0.675324675,1.75,3,6,0.053571429,0.75,0,5
1450,85,0.23570226,0.125,13,13,0.81,0.54,6.25,2.50E+299,0.67,2.47,0,0.98,0.488486833,0.984593589,0.769230769,0.55,0.999934257,0.375,0.272727273,0.102272727,1.096153846,0.912280702,1.375,3,3,0.034090909,0.375,0,1
1451,86,0.286038777,0.2,13,15,0.8,0.56,6.36,3.75E+299,0.66,2.53,0,0.98,0.568631092,0.990043346,0.75,0.41,-0.039764248,0.444444444,0.363636364,0.161616162,1.164383562,0.858823529,1.222222222,4,2,0.02020202,0.222222222,1,5
1452,86,0.615457455,0.4,7,7,0.89,0.76,8.71,6.25E+299,0.83,3.04,0.375,0.99,0.811773361,0.993952517,1.333333333,0.64,0.463273962,0.555555556,0.714285714,0.396825397,0.712328767,1.403846154,0.777777778,5,2,0.031746032,0.222222222,0,5
1453,86,0.467099366,0.333333333,12,14,0.89,0.76,8.71,6.25E+299,0.83,3.04,0.25,1,0.778405163,0.992126467,0.705882353,0.81,0.775662519,0.666666667,0.461538462,0.307692308,1.452054795,0.688679245,1.444444444,6,4,0.034188034,0.444444444,0,5
1454,86,0.246182982,0.166666667,11,13,0.69,0.42,5.02,1.25E+299,0.54,2.22,0,0.9,0.558204761,0.975484545,1.5,0.41,0.892874682,0.333333333,0.5,0.166666667,0.575342466,1.738095238,0.666666667,3,3,0.055555556,0.333333333,0,2.5
1455,86,0.452267017,0.2,9,9,0.74,0.49,6.45,2.86E+299,0.55,2.33,0,0.86,0.60499331,0.968072599,2,0.35,0.604603437,0.333333333,0.75,0.25,0.356164384,2.807692308,0.444444444,3,5,0.138888889,0.555555556,0,4
1456,86,0.261116484,0.176470588,15,17,0.85,0.54,8.59,2.50E+299,0.58,2.65,0,1,0.657065875,0.989275096,0.8,0.49,0.436344366,0.444444444,0.307692308,0.136752137,1.260273973,0.793478261,1.444444444,4,4,0.034188034,0.444444444,0,5
1457,86,0.696310624,0.375,6,6,0.7,0.56,6.57,3.75E+299,0.55,2.41,0.125,0.93,0.782094434,0.984828474,2,0.49,0.77651417,0.444444444,1,0.444444444,0.342465753,2.92,0.444444444,4,5,0.138888889,0.555555556,0,5
1458,86,0.286038777,0.153846154,13,15,0.81,0.58,7.52,3.75E+299,0.74,2.61,0,0.97,0.617105126,0.985693552,1.090909091,0.47,0.113724844,0.333333333,0.375,0.125,1,1,0.888888889,3,1,0.013888889,0.111111111,0,5
1459,86,0.639602149,0.454545455,7,7,0.9,0.76,8.92,6.25E+299,0.85,3.08,0.375,1,0.818753482,0.992849869,1.090909091,0.76,0.983482436,0.666666667,0.666666667,0.444444444,0.917808219,1.089552239,1,6,0,0,0,0,5
1460,86,0.476731295,0.25,11,11,0.83,0.6,7.26,3.75E+299,0.69,2.68,0.125,1,0.714778864,0.994256849,1.090909091,0.57,0.999991818,0.444444444,0.5,0.222222222,0.95890411,1.042857143,0.888888889,4,1,0.013888889,0.111111111,0,5
1461,86,0.452267017,0.2,9,9,0.71,0.5,6.1,2.50E+299,0.53,2.39,0,0.88,0.637014823,0.978859203,2,0.4,0.828271,0.333333333,0.75,0.25,0.328767123,3.041666667,0.444444444,3,5,0.138888889,0.555555556,0,4
1462,86,0.201007563,0.133333333,14,16,0.75,0.58,5.41,3.75E+299,0.67,2.52,0,0.97,0.497146395,0.973838124,1,0.44,-0.12499697,0.333333333,0.3,0.1,0.945205479,1.057971014,1.111111111,3,1,0.011111111,0.111111111,0,3
1463,86,0.263180678,0.15,20,24,0.83,0.63,7.62,3.75E+299,0.76,2.8,0.125,0.99,0.598604086,0.980955939,0.631578947,0.61,0.686492192,0.444444444,0.266666667,0.118518519,1.863013699,0.536764706,1.666666667,4,6,0.044444444,0.666666667,0,4.5
1464,86,0.134839972,0.083333333,12,14,0.73,0.35,5.13,0.19,0.58,2.18,0,0.95,0.366949789,0.982108411,1.5,0.28,0.458325238,0.222222222,0.333333333,0.074074074,0.452054795,2.212121212,0.666666667,2,3,0.055555556,0.333333333,0,1.5
1465,86,0.033139563,0.041666667,106,750,0.87,0.56,8.29,2.50E+299,0.71,2.71,0,1,0.453728719,0.966392871,0.093023256,0.48,-0.339455015,0.333333333,0.076923077,0.025641026,7.753424658,0.128975265,4.333333333,3,30,0.085470085,3.333333333,8,2.5
1466,86,0.738548946,0.555555556,5,5,0.87,0.74,8.62,6.25E+299,0.81,2.99,0.25,0.94,0.889746645,0.993186926,1.333333333,0.76,0.975413715,0.666666667,0.857142857,0.571428571,0.643835616,1.553191489,0.777777778,6,2,0.031746032,0.222222222,0,5
1467,86,0.426401433,0.230769231,11,11,0.86,0.67,8.56,5.00E+299,0.81,2.84,0.125,0.96,0.650336619,0.992298418,1.2,0.59,0.246672643,0.444444444,0.5,0.222222222,0.794520548,1.25862069,0.888888889,4,1,0.013888889,0.111111111,0,5
1468,86,0.725240668,0.454545455,7,7,0.88,0.74,8.72,6.25E+299,0.82,2.99,0.25,1,0.874799272,0.996205184,0.75,0.76,0.967405871,0.666666667,0.666666667,0.444444444,1.246575342,0.802197802,1,6,0,0,0,1,5
1469,86,0.321412173,0.2,19,23,0.93,0.76,9.08,6.25E+299,0.84,3.11,0.125,1,0.670198384,0.993264658,0.5,0.66,0.214374387,0.555555556,0.357142857,0.198412698,1.917808219,0.521428571,1.555555556,5,5,0.03968254,0.555555556,2,5
1470,86,0.106600358,0.066666667,15,17,0.79,0.43,7.22,1.25E+299,0.47,2.34,0,1,0.236162029,0.989363662,1.090909091,0.21,0.169120958,0.222222222,0.222222222,0.049382716,0.97260274,1.028169014,1,2,0,0,0,0,1.5
1471,86,0.603022689,0.416666667,8,8,0.92,0.83,9.66,7.50E+299,0.91,3.19,0.125,1,0.901282861,0.996891531,1.090909091,0.78,0.84633565,0.666666667,0.666666667,0.444444444,0.945205479,1.057971014,1,6,0,0,0,0,5
1472,86,0.668993608,0.363636364,8,8,0.85,0.67,8.12,5.00E+299,0.74,2.8,0.25,0.99,0.844318154,0.991244821,1,0.63,0.856482537,0.555555556,0.625,0.347222222,1.123287671,0.890243902,0.888888889,5,1,0.013888889,0.111111111,0,5
1473,86,0.044946657,0.045454545,30,54,0.72,0.32,5.4,0.25,0.62,2.03,0,0.93,0.48630687,0.980369481,0.292682927,0.36,-0.101447942,0.222222222,0.125,0.027777778,2.575342466,0.388297872,1.777777778,2,7,0.048611111,0.777777778,5,4
1474,86,0.452267017,0.235294118,15,15,0.87,0.69,8.49,5.00E+299,0.8,2.94,0.125,0.97,0.712814383,0.991234237,0.631578947,0.7,0.898325643,0.555555556,0.384615385,0.213675214,1.397260274,0.715686275,1.444444444,5,4,0.034188034,0.444444444,1,5
1475,86,0.334496804,0.166666667,14,16,0.85,0.69,8.38,5.00E+299,0.79,2.89,0.125,0.99,0.564006984,0.982865819,0.705882353,0.6,0.091824283,0.444444444,0.285714286,0.126984127,1.054794521,0.948051948,1.555555556,4,5,0.03968254,0.555555556,0,5
1476,86,0.369274473,0.166666667,11,11,0.8,0.6,6.92,3.75E+299,0.65,2.63,0,1,0.60617563,0.990161223,1.333333333,0.41,0.10727398,0.333333333,0.428571429,0.142857143,0.739726027,1.351851852,0.777777778,3,2,0.031746032,0.222222222,0,5
1477,86,0.150523562,0.048387097,102,318,0.87,0.71,8.36,5.00E+299,0.84,2.99,0,1,0.677612128,0.990600016,0.090909091,0.68,-0.025211886,0.444444444,0.076923077,0.034188034,10.08219178,0.099184783,5.777777778,4,43,0.091880342,4.777777778,12,5
1478,87,0.284267622,0.166666667,28,46,0.93,0.76,8.45,6.36E+299,0.87,3.08,0,1,0.461081024,0.989918273,0.64,0.46,0.164388653,0.416666667,0.3125,0.130208333,1.460674157,0.684615385,1.333333333,5,4,0.020833333,0.333333333,0,3
1479,87,0.25819889,0.19047619,24,36,0.86,0.64,7.25,4.55E+299,0.8,2.73,0,0.92,0.448862977,0.983995758,0.8,0.49,0.571422304,0.333333333,0.307692308,0.102564103,1.134831461,0.881188119,1.083333333,4,1,0.006410256,0.083333333,0,3
1480,87,0.336787657,0.173913043,22,28,0.89,0.58,8.05,3.64E+299,0.82,2.76,0,0.99,0.5674144,0.987715513,0.695652174,0.54,0.967644079,0.416666667,0.333333333,0.138888889,1.179775281,0.847619048,1.25,5,3,0.016666667,0.25,1,3
1481,87,0.527504379,0.25,43,85,0.96,0.87,9.26,8.18E+299,0.93,3.37,0.153846154,1,0.566789038,0.995663705,0.280701754,0.62,0.399088549,0.666666667,0.32,0.213333333,3,0.333333333,2.083333333,8,13,0.043333333,1.083333333,4,5
1482,87,0.431331093,0.166666667,31,37,0.91,0.6,7.94,3.64E+299,0.85,2.84,0.076923077,0.98,0.610133386,0.994095636,0.484848485,0.52,0.634974336,0.416666667,0.25,0.104166667,1.674157303,0.597315436,1.666666667,5,8,0.033333333,0.666666667,2,5
1483,87,0.413167122,0.214285714,31,47,0.88,0.63,7.67,4.55E+299,0.8,2.89,0.076923077,1,0.500270814,0.9901227,0.457142857,0.59,0.441101778,0.5,0.285714286,0.142857143,2.033707865,0.491712707,1.75,6,9,0.035714286,0.75,1,4.5
1484,87,0.25717225,0.222222222,19,29,0.91,0.63,7.14,3.64E+299,0.78,2.94,0,0.95,0.409615986,0.989031899,0.888888889,0.4,0.46501232,0.416666667,0.5,0.208333333,0.865168539,1.155844156,0.833333333,5,2,0.016666667,0.166666667,1,3.5
1485,87,0.633333333,0.296296296,26,30,0.97,0.89,9.2,8.18E+299,0.94,3.36,0.230769231,1,0.752682489,0.998502025,0.457142857,0.86,0.816994051,0.75,0.391304348,0.293478261,2.056179775,0.486338798,1.916666667,9,11,0.039855072,0.916666667,1,5
1486,87,0.583333333,0.428571429,10,12,0.92,0.75,8.58,6.36E+299,0.87,3.1,0.076923077,0.97,0.550651143,0.988199646,1.6,0.37,0.811914662,0.5,0.75,0.375,0.528089888,1.893617021,0.666666667,6,4,0.041666667,0.333333333,0,3.5
1487,87,0.314269681,0.166666667,17,19,0.87,0.65,7.9,4.55E+299,0.83,2.84,0,0.99,0.342779481,0.991985735,1.6,0.35,0.682936784,0.333333333,0.5,0.166666667,0.584269663,1.711538462,0.666666667,4,4,0.041666667,0.333333333,0,1.5
1488,87,0.40824829,0.25,11,15,0.75,0.4,5.47,1.82E+299,0.55,2.14,0.076923077,0.68,0.594250482,0.914994889,2.666666667,0.49,0.985502268,0.333333333,1,0.333333333,0.202247191,4.944444444,0.333333333,4,8,0.166666667,0.666666667,0,3
1489,87,0.865180913,0.692307692,5,5,0.96,0.87,9.34,8.18E+299,0.93,3.37,0.307692308,0.98,0.858022421,0.996643705,1.142857143,0.77,0.998831664,0.75,1,0.75,0.786516854,1.271428571,0.75,9,3,0.027777778,0.25,0,5
1490,87,0.589255651,0.473684211,16,24,0.97,0.93,9.39,9.09E+299,0.94,3.47,0.153846154,1,0.660461269,0.994477079,0.695652174,0.68,0.952916811,0.75,0.6,0.45,1.337078652,0.74789916,1.25,9,3,0.016666667,0.25,0,5
